-10.,-7.,-1.1350298692532963
-10.,-6.8,-1.1350295480582238
-10.,-6.6,-1.1350287412530011
-10.,-6.4,-1.1350267146519375
-10.,-6.2,-1.1350216240730238
-10.,-6.,-1.135008837197684
-10.,-5.8,-1.134976718528593
-10.,-5.6,-1.1348960432947968
-10.,-5.4,-1.134693416558052
-10.,-5.2,-1.1341845692383994
-10.,-5.,-1.1329072106940854
-10.,-4.8,-1.129703734863221
-10.,-4.6,-1.1216892394083062
-10.,-4.4,-1.1017622185450657
-10.,-4.199999999999999,-1.0530032366984696
-10.,-4.,-0.9385475513812402
-9.9,-7.,-0.9350298692532971
-9.9,-6.8,-0.9350295480582247
-9.9,-6.6,-0.9350287412530018
-9.9,-6.4,-0.9350267146519383
-9.9,-6.2,-0.9350216240730248
-9.9,-6.,-0.9350088371976849
-9.9,-5.8,-0.9349767185285938
-9.9,-5.6,-0.9348960432947976
-9.9,-5.4,-0.9346934165580526
-9.9,-5.2,-0.9341845692384001
-9.9,-5.,-0.9329072106940862
-9.9,-4.8,-0.9297037348632219
-9.9,-4.6,-0.921689239408307
-9.9,-4.4,-0.9017622185450664
-9.9,-4.199999999999999,-0.8530032366984703
-9.9,-4.,-0.7385475513812411
-9.8,-7.,-0.7350298692532978
-9.8,-6.8,-0.7350295480582253
-9.8,-6.6,-0.7350287412530027
-9.8,-6.4,-0.7350267146519391
-9.8,-6.2,-0.7350216240730255
-9.8,-6.,-0.7350088371976854
-9.8,-5.8,-0.7349767185285945
-9.8,-5.6,-0.7348960432947984
-9.8,-5.4,-0.7346934165580534
-9.8,-5.2,-0.7341845692384008
-9.8,-5.,-0.732907210694087
-9.8,-4.8,-0.7297037348632226
-9.8,-4.6,-0.7216892394083078
-9.8,-4.4,-0.701762218545067
-9.8,-4.199999999999999,-0.6530032366984712
-9.8,-4.,-0.5385475513812419
-9.7,-7.,-0.535029869253295
-9.7,-6.8,-0.5350295480582226
-9.7,-6.6,-0.5350287412529997
-9.7,-6.4,-0.5350267146519363
-9.7,-6.2,-0.5350216240730226
-9.7,-6.,-0.5350088371976828
-9.7,-5.8,-0.5349767185285916
-9.7,-5.6,-0.5348960432947956
-9.7,-5.4,-0.5346934165580505
-9.7,-5.2,-0.5341845692383979
-9.7,-5.,-0.532907210694084
-9.7,-4.8,-0.5297037348632196
-9.7,-4.6,-0.5216892394083048
-9.7,-4.4,-0.5017622185450642
-9.7,-4.199999999999999,-0.45300323669846826
-9.7,-4.,-0.3385475513812389
-9.6,-7.,-0.3350298692532957
-9.6,-6.8,-0.3350295480582232
-9.6,-6.6,-0.33502874125300036
-9.6,-6.4,-0.3350267146519371
-9.6,-6.2,-0.3350216240730233
-9.6,-6.,-0.33500883719768343
-9.6,-5.8,-0.3349767185285924
-9.6,-5.6,-0.33489604329479633
-9.6,-5.4,-0.3346934165580513
-9.6,-5.2,-0.3341845692383988
-9.6,-5.,-0.33290721069408474
-9.6,-4.8,-0.32970373486322047
-9.6,-4.6,-0.3216892394083056
-9.6,-4.4,-0.3017622185450651
-9.6,-4.199999999999999,-0.253003236698469
-9.6,-4.,-0.13854755138123964
-9.5,-7.,-0.13502986925329621
-9.5,-6.8,-0.13502954805822392
-9.5,-6.6,-0.13502874125300104
-9.5,-6.4,-0.13502671465193766
-9.5,-6.2,-0.135021624073024
-9.5,-6.,-0.1350088371976841
-9.5,-5.8,-0.1349767185285931
-9.5,-5.6,-0.13489604329479687
-9.5,-5.4,-0.1346934165580519
-9.5,-5.2,-0.13418456923839928
-9.5,-5.,-0.1329072106940854
-9.5,-4.8,-0.12970373486322104
-9.5,-4.6,-0.12168923940830623
-9.5,-4.4,-0.10176221854506562
-9.5,-4.199999999999999,-0.05300323669846965
-9.5,-4.,0.06145244861875973
-9.4,-7.,0.06497013074670291
-9.4,-6.8,0.06497045194177539
-9.4,-6.6,0.06497125874699818
-9.4,-6.4,0.06497328534806165
-9.4,-6.2,0.0649783759269752
-9.4,-6.,0.06499116280231515
-9.4,-5.8,0.06502328147140622
-9.4,-5.6,0.06510395670520219
-9.4,-5.4,0.06530658344194733
-9.4,-5.2,0.06581543076159994
-9.4,-5.,0.06709278930591381
-9.4,-4.8,0.07029626513677825
-9.4,-4.6,0.078310760591693
-9.4,-4.4,0.09823778145493368
-9.4,-4.199999999999999,0.14699676330152955
-9.4,-4.,0.2614524486187591
-9.3,-7.,0.2649701307467022
-9.3,-6.8,0.2649704519417746
-9.3,-6.6,0.26497125874699745
-9.3,-6.4,0.26497328534806086
-9.3,-6.2,0.2649783759269745
-9.3,-6.,0.26499116280231444
-9.3,-5.8,0.2650232814714054
-9.3,-5.6,0.26510395670520154
-9.3,-5.4,0.2653065834419466
-9.3,-5.2,0.26581543076159914
-9.3,-5.,0.26709278930591307
-9.3,-4.8,0.27029626513677746
-9.3,-4.6,0.2783107605916923
-9.3,-4.4,0.29823778145493296
-9.3,-4.199999999999999,0.34699676330152895
-9.3,-4.,0.4614524486187583
-9.2,-7.,0.4649701307467052
-9.2,-6.8,0.46497045194177744
-9.2,-6.6,0.4649712587470002
-9.2,-6.4,0.4649732853480637
-9.2,-6.2,0.46497837592697727
-9.2,-6.,0.4649911628023173
-9.2,-5.8,0.46502328147140837
-9.2,-5.6,0.4651039567052045
-9.2,-5.4,0.4653065834419495
-9.2,-5.2,0.46581543076160203
-9.2,-5.,0.46709278930591586
-9.2,-4.8,0.47029626513678036
-9.2,-4.6,0.47831076059169514
-9.2,-4.4,0.49823778145493575
-9.2,-4.199999999999999,0.5469967633015317
-9.2,-4.,0.6614524486187612
-9.1,-7.,0.6649701307467044
-9.1,-6.8,0.6649704519417768
-9.1,-6.6,0.6649712587469997
-9.1,-6.4,0.6649732853480631
-9.1,-6.2,0.6649783759269767
-9.1,-6.,0.6649911628023166
-9.1,-5.8,0.6650232814714077
-9.1,-5.6,0.6651039567052038
-9.1,-5.4,0.6653065834419487
-9.1,-5.2,0.6658154307616013
-9.1,-5.,0.6670927893059152
-9.1,-4.8,0.6702962651367798
-9.1,-4.6,0.6783107605916945
-9.1,-4.4,0.6982377814549351
-9.1,-4.199999999999999,0.746996763301531
-9.1,-4.,0.8614524486187605
-9.,-7.,0.8649701307467037
-9.,-6.8,0.8649704519417761
-9.,-6.6,0.8649712587469989
-9.,-6.4,0.8649732853480624
-9.,-6.2,0.8649783759269759
-9.,-6.,0.8649911628023159
-9.,-5.8,0.865023281471407
-9.,-5.6,0.8651039567052031
-9.,-5.4,0.8653065834419481
-9.,-5.2,0.8658154307616006
-9.,-5.,0.8670927893059146
-9.,-4.8,0.8702962651367789
-9.,-4.6,0.8783107605916938
-9.,-4.4,0.8982377814549344
-9.,-4.199999999999999,0.9469967633015304
-9.,-4.,1.0614524486187598
